title,text,summary,url,published_at,category,source
"«Идет борьба за ресурсы»Почему на Ближнем Востоке постоянно вспыхивают конфликты и во что превратится регион из-за войны с Ираном?00:01, 5 марта 2026","«Идет борьба за ресурсы»Почему на Ближнем Востоке постоянно вспыхивают конфликты и во что превратится регион из-за войны с Ираном?00:01, 5 марта 2026","«Идет борьба за ресурсы»Почему на Ближнем Востоке постоянно вспыхивают конфликты и во что превратится регион из-за войны с Ираном?00:01, 5 марта 2026",https://lenta.ru/articles/2026/03/05/kuznetsov-rsmd/,,,parsed_html:lenta
"«Это надолго»В России расцветают магазины низких цен. Как экономные россияне изменили рынок торговли?00:01, 5 марта 2026","«Это надолго»В России расцветают магазины низких цен. Как экономные россияне изменили рынок торговли?00:01, 5 марта 2026","«Это надолго»В России расцветают магазины низких цен. Как экономные россияне изменили рынок торговли?00:01, 5 марта 2026",https://lenta.ru/articles/2026/03/05/magaz/,,,parsed_html:lenta
"«Повезло, что я остался жив»Мужчина находил странные записки по всему дому и решил, что за ним следят. Правда оказалась страшнее00:01, 5 марта 2026","«Повезло, что я остался жив»Мужчина находил странные записки по всему дому и решил, что за ним следят. Правда оказалась страшнее00:01, 5 марта 2026","«Повезло, что я остался жив»Мужчина находил странные записки по всему дому и решил, что за ним следят. Правда оказалась страшнее00:01, 5 марта 2026",https://lenta.ru/articles/2026/03/05/zapiski/,,,parsed_html:lenta
"«Настоящее сокровище Ким Чен Ына»Кто такие северокорейские хакеры и как они стали лучшими киберпреступниками мира00:01, 9 марта 2026","«Настоящее сокровище Ким Чен Ына»Кто такие северокорейские хакеры и как они стали лучшими киберпреступниками мира00:01, 9 марта 2026","«Настоящее сокровище Ким Чен Ына»Кто такие северокорейские хакеры и как они стали лучшими киберпреступниками мира00:01, 9 марта 2026",https://lenta.ru/articles/2026/03/09/hackers/,,,parsed_html:lenta
"«Ее смерть не будет последней»Россиянка уехала на ретрит в Таиланд и погибла. Почему гуру самопознания обвиняют в сектантстве?00:01, 6 марта 2026","«Ее смерть не будет последней»Россиянка уехала на ретрит в Таиланд и погибла. Почему гуру самопознания обвиняют в сектантстве?00:01, 6 марта 2026","«Ее смерть не будет последней»Россиянка уехала на ретрит в Таиланд и погибла. Почему гуру самопознания обвиняют в сектантстве?00:01, 6 марта 2026",https://lenta.ru/articles/2026/03/06/sect/,,,parsed_html:lenta
"«Они посеют хаос»Эмигранты из Ирана — о войне с США и Израилем, своем отношении к власти и будущем Исламской Республики00:01, 4 марта 2026","«Они посеют хаос»Эмигранты из Ирана — о войне с США и Израилем, своем отношении к власти и будущем Исламской Республики00:01, 4 марта 2026","«Они посеют хаос»Эмигранты из Ирана — о войне с США и Израилем, своем отношении к власти и будущем Исламской Республики00:01, 4 марта 2026",https://lenta.ru/articles/2026/03/04/ira/,,,parsed_html:lenta
"Королева ночного Нью-Йорка.Как девушка из России стала хозяйкой самого знаменитого борделя Америки?00:01, 11 марта 2026","Королева ночного Нью-Йорка.Как девушка из России стала хозяйкой самого знаменитого борделя Америки?00:01, 11 марта 2026","Королева ночного Нью-Йорка.Как девушка из России стала хозяйкой самого знаменитого борделя Америки?00:01, 11 марта 2026",https://lenta.ru/articles/2026/03/11/polly/,,,parsed_html:lenta
Москвичка вооружилась молотком и напала на женщину по указанию мошенников,Москвичка вооружилась молотком и напала на женщину по указанию мошенников,Москвичка вооружилась молотком и напала на женщину по указанию мошенников,https://moslenta.ru/news/lyudi/moskvichka-vooruzhilas-molotkom-i-napala-na-zhenshinu-po-ukazaniyu-moshennikov-17-03-2026.htm,,,parsed_html:lenta
"«Битва за битвой» — лучший фильм года.Объявлены лауреаты премии «Оскар». Кому достались заветные статуэтки?08:40, 16 марта 2026","«Битва за битвой» — лучший фильм года.Объявлены лауреаты премии «Оскар». Кому достались заветные статуэтки?08:40, 16 марта 2026","«Битва за битвой» — лучший фильм года.Объявлены лауреаты премии «Оскар». Кому достались заветные статуэтки?08:40, 16 марта 2026",https://lenta.ru/articles/2026/03/16/bitva-za-bitvoy-luchshiy-film-goda/,,,parsed_html:lenta
Трамп указал на глупую ошибку НАТО в ситуации вокруг Ирана,Трамп указал на глупую ошибку НАТО в ситуации вокруг Ирана,Трамп указал на глупую ошибку НАТО в ситуации вокруг Ирана,https://lenta.ru/news/2026/03/17/nato-iran/,,,parsed_html:lenta
Угрозы Зеленского отправить депутатов на фронт объяснили,Угрозы Зеленского отправить депутатов на фронт объяснили,Угрозы Зеленского отправить депутатов на фронт объяснили,https://lenta.ru/news/2026/03/17/ugrozy-zelenskogo-otpravit-deputatov-na-front-obyasnili/,,,parsed_html:lenta
"Гвинет Пэлтроу в прозрачном платье, Деми Мур в перьях и удививший всех Леонардо Ди Каприо.Что творилось на «Оскаре»?","Гвинет Пэлтроу в прозрачном платье, Деми Мур в перьях и удививший всех Леонардо Ди Каприо.Что творилось на «Оскаре»?","Гвинет Пэлтроу в прозрачном платье, Деми Мур в перьях и удививший всех Леонардо Ди Каприо.Что творилось на «Оскаре»?",https://lenta.ru/articles/2026/03/16/oscar2026/,,,parsed_html:lenta
Российский фигурист Родин будет выступать за Германию,Российский фигурист Родин будет выступать за Германию,Российский фигурист Родин будет выступать за Германию,https://lenta.ru/news/2026/03/17/rossiyskiy-figurist-rodin-budet-vystupat-za-germaniyu/,,,parsed_html:lenta
Алла Пугачева вышла на публику в 37-летнем бомбере,Алла Пугачева вышла на публику в 37-летнем бомбере,Алла Пугачева вышла на публику в 37-летнем бомбере,https://lenta.ru/news/2026/03/17/alla-pugacheva-vyshla-na-publiku-v-37-letnem-bombere/,,,parsed_html:lenta
Трамп сделал заявление о гибели серого кардинала Ирана,Трамп сделал заявление о гибели серого кардинала Ирана,Трамп сделал заявление о гибели серого кардинала Ирана,https://lenta.ru/news/2026/03/17/tramp-sdelal-zayavlenie-o-gibeli-serogo-kardinala-irana/,,,parsed_html:lenta
Подозреваемых в похищении сына украинского криминального авторитета объявили в розыск,Подозреваемых в похищении сына украинского криминального авторитета объявили в розыск,Подозреваемых в похищении сына украинского криминального авторитета объявили в розыск,https://lenta.ru/news/2026/03/17/podozrevaemyh-v-pohischenii-syna-ukrainskogo-kriminalnogo-avtoriteta-ob-yavili-v-rozysk/,,,parsed_html:lenta
Трамп отреагировал на разочаровавшегося операцией в Иране чиновника,Трамп отреагировал на разочаровавшегося операцией в Иране чиновника,Трамп отреагировал на разочаровавшегося операцией в Иране чиновника,https://lenta.ru/news/2026/03/17/tramp-otreagiroval-na-razocharovavshegosya-operatsiey-v-irane-chinovnika/,,,parsed_html:lenta
"«Я увидел, какая это сила, братство»Десятки тысяч казаков участвуют в СВО. Кто они?11:23, 16 марта 2026","«Я увидел, какая это сила, братство»Десятки тысяч казаков участвуют в СВО. Кто они?11:23, 16 марта 2026","«Я увидел, какая это сила, братство»Десятки тысяч казаков участвуют в СВО. Кто они?11:23, 16 марта 2026",https://lenta.ru/articles/2026/03/16/kazaki-na-svo/,,,parsed_html:lenta
Трамп предсказал скорую отставку Макрона,Трамп предсказал скорую отставку Макрона,Трамп предсказал скорую отставку Макрона,https://lenta.ru/news/2026/03/17/tramp-predskazal-skoruyu-otstavku-makrona/,,,parsed_html:lenta
В российском аэропорту задержали пассажирку со старинной книгой на немецком языке,В российском аэропорту задержали пассажирку со старинной книгой на немецком языке,В российском аэропорту задержали пассажирку со старинной книгой на немецком языке,https://lenta.ru/news/2026/03/17/v-rossiyskom-aeroportu-zaderzhali-passazhirku-so-starinnoy-knigoy-na-nemetskom-yazyke/,,,parsed_html:lenta
Мать российского бойца добилась аннулирования брака сына после его отправки на СВО,Мать российского бойца добилась аннулирования брака сына после его отправки на СВО,Мать российского бойца добилась аннулирования брака сына после его отправки на СВО,https://lenta.ru/news/2026/03/17/mat-rossiyskogo-boytsa-dobilas-annulirovaniya-braka-syna-posle-ego-otpravki-na-svo/,,,parsed_html:lenta
"«Они все-таки украли мои изобретения!»Как американец создал ракету, которую потом скопировали нацисты?00:01, 16 марта 2026","«Они все-таки украли мои изобретения!»Как американец создал ракету, которую потом скопировали нацисты?00:01, 16 марта 2026","«Они все-таки украли мои изобретения!»Как американец создал ракету, которую потом скопировали нацисты?00:01, 16 марта 2026",https://lenta.ru/articles/2026/03/16/goddard/,,,parsed_html:lenta
Разработчик Bayraktar представил «ответ на Shahed-136» с поддержкой ИИ,Разработчик Bayraktar представил «ответ на Shahed-136» с поддержкой ИИ,Разработчик Bayraktar представил «ответ на Shahed-136» с поддержкой ИИ,https://lenta.ru/news/2026/03/17/razrabotchik-bayraktar-predstavil-otvet-na-shahed-136-s-podderzhkoy-ii/,,,parsed_html:lenta
"«Я забил на тренировки»Российский гимнаст в 19 лет бросил спорт и ушел в цирк. Как он вернулся и стал звездой мирового уровня?00:01, 16 марта 2026","«Я забил на тренировки»Российский гимнаст в 19 лет бросил спорт и ушел в цирк. Как он вернулся и стал звездой мирового уровня?00:01, 16 марта 2026","«Я забил на тренировки»Российский гимнаст в 19 лет бросил спорт и ушел в цирк. Как он вернулся и стал звездой мирового уровня?00:01, 16 марта 2026",https://lenta.ru/articles/2026/03/16/ya-zabil-na-trenirovki/,,,parsed_html:lenta
Известный российский журналист назвал повод для зависти израильтянам,Известный российский журналист назвал повод для зависти израильтянам,Известный российский журналист назвал повод для зависти израильтянам,https://lenta.ru/news/2026/03/17/izvestnyy-rossiyskiy-zhurnalist-nazval-povod-dlya-zavisiti-izrailtyanam/,,,parsed_html:lenta
Футболисты Смолов и Мамаев поменяют режим работы своей академии в Дубае,Футболисты Смолов и Мамаев поменяют режим работы своей академии в Дубае,Футболисты Смолов и Мамаев поменяют режим работы своей академии в Дубае,https://lenta.ru/news/2026/03/17/futbolisty-smolov-i-mamaev-pomenyayut-rezhim-raboty-svoey-akademii-v-dubae/,,,parsed_html:lenta
Названо время для максимально выгодной покупки автомобиля,Названо время для максимально выгодной покупки автомобиля,Названо время для максимально выгодной покупки автомобиля,https://lenta.ru/news/2026/03/17/nazvano-vremya-dlya-maksimalno-vygodnoy-pokupki-avtomobilya/,,,parsed_html:lenta
Внучка экс-президента Узбекистана появилась на подиуме,Внучка экс-президента Узбекистана появилась на подиуме,Внучка экс-президента Узбекистана появилась на подиуме,https://lenta.ru/news/2026/03/17/vnuchka-eks-prezidenta-uzbekistana-poyavilas-na-podiume/,,,parsed_html:lenta
Израильские туристы подрались с активистами и оскорбили полицию в Бразилии,Израильские туристы подрались с активистами и оскорбили полицию в Бразилии,Израильские туристы подрались с активистами и оскорбили полицию в Бразилии,https://lenta.ru/news/2026/03/17/izrailskie-turisty-podralis-s-aktivistami-i-oskorbili-politsiyu-v-brazilii/,,,parsed_html:lenta
"«Эпоха застолья»В СССР придумали миф о популярности русской водки. Как весь мир поверил в это?00:15, 15 марта 2026","«Эпоха застолья»В СССР придумали миф о популярности русской водки. Как весь мир поверил в это?00:15, 15 марта 2026","«Эпоха застолья»В СССР придумали миф о популярности русской водки. Как весь мир поверил в это?00:15, 15 марта 2026",https://lenta.ru/articles/2026/03/15/vodka/,,,parsed_html:lenta
Появилась версия о случившемся с изрезанным 12-летним школьником в Подмосковье,Появилась версия о случившемся с изрезанным 12-летним школьником в Подмосковье,Появилась версия о случившемся с изрезанным 12-летним школьником в Подмосковье,https://lenta.ru/news/2026/03/17/poyavilas-versiya-o-sluchivshemsya-s-izrezannym-12-letnim-shkolnikom-v-podmoskovie/,,,parsed_html:lenta
"США хотят сменить власть в Иране с помощью военной операции и оппозиции.Кто способен занять место религиозных лидеров?00:15, 15 марта 2026","США хотят сменить власть в Иране с помощью военной операции и оппозиции.Кто способен занять место религиозных лидеров?00:15, 15 марта 2026","США хотят сменить власть в Иране с помощью военной операции и оппозиции.Кто способен занять место религиозных лидеров?00:15, 15 марта 2026",https://lenta.ru/articles/2026/03/15/opposition-iran/,,,parsed_html:lenta
Бывший глава Минстроя российского региона задержан,Бывший глава Минстроя российского региона задержан,Бывший глава Минстроя российского региона задержан,https://lenta.ru/news/2026/03/17/byvshiy-glava-minstroya-rossiyskogo-regiona-zaderzhan/,,,parsed_html:lenta
Трамп объявил об уничтожении вооруженных сил Ирана,Трамп объявил об уничтожении вооруженных сил Ирана,Трамп объявил об уничтожении вооруженных сил Ирана,https://lenta.ru/news/2026/03/17/tramp-ob-yavil-ob-unichtozhenii-vooruzhennyh-sil-irana/,,,parsed_html:lenta
Власти отреагировали на ситуацию с выгнанными на улицу помогающими бойцам СВО россиянками,Власти отреагировали на ситуацию с выгнанными на улицу помогающими бойцам СВО россиянками,Власти отреагировали на ситуацию с выгнанными на улицу помогающими бойцам СВО россиянками,https://lenta.ru/news/2026/03/17/vlasti-otreagirovali-na-situatsiyu-s-vygnannymi-na-ulitsu-pomogayuschimi-boytsam-svo-rossiyankami/,,,parsed_html:lenta
Курсы доллара и евро выросли,Курсы доллара и евро выросли,Курсы доллара и евро выросли,https://lenta.ru/news/2026/03/17/kursy-dollara-i-evro-vyrosli/,,,parsed_html:lenta
Мужчина восемь лет проходил с 12-сантиметровой железной палочкой в горле,Мужчина восемь лет проходил с 12-сантиметровой железной палочкой в горле,Мужчина восемь лет проходил с 12-сантиметровой железной палочкой в горле,https://lenta.ru/news/2026/03/17/muzhchina-vosem-let-prohodil-v-12-santimetrovoy-zheleznoy-palochkoy-v-gorle/,,,parsed_html:lenta
Трамп разгневался на союзников США,Трамп разгневался на союзников США,Трамп разгневался на союзников США,https://lenta.ru/news/2026/03/17/tramp-razgnevalsya-na-soyuznikov-ssha/,,,parsed_html:lenta
"Алкоголизм, скандалы и громкие романы.Как Шон Пенн стал «самым плохим парнем» Голливуда и в чем его обвиняли бывшие возлюбленные?00:15, 15 марта 2026","Алкоголизм, скандалы и громкие романы.Как Шон Пенн стал «самым плохим парнем» Голливуда и в чем его обвиняли бывшие возлюбленные?00:15, 15 марта 2026","Алкоголизм, скандалы и громкие романы.Как Шон Пенн стал «самым плохим парнем» Голливуда и в чем его обвиняли бывшие возлюбленные?00:15, 15 марта 2026",https://lenta.ru/articles/2026/03/15/penn/,,,parsed_html:lenta
Гинеколог развеяла один распространенный миф о вейпах,Гинеколог развеяла один распространенный миф о вейпах,Гинеколог развеяла один распространенный миф о вейпах,https://lenta.ru/news/2026/03/17/ginekolog-razveyala-odin-rasprostranennyy-mif-o-veypah/,,,parsed_html:lenta
Представители европейской страны решили не встречать Зеленского у самолета,Представители европейской страны решили не встречать Зеленского у самолета,Представители европейской страны решили не встречать Зеленского у самолета,https://lenta.ru/news/2026/03/17/predstaviteli-evropeyskoy-strany-reshili-ne-vstrechat-zelenskogo-u-samoleta/,,,parsed_html:lenta
Стали известны подробности о превращенной аферистами в киллера российской студентке,Стали известны подробности о превращенной аферистами в киллера российской студентке,Стали известны подробности о превращенной аферистами в киллера российской студентке,https://lenta.ru/news/2026/03/17/stali-izvestny-podrobnosti-o-prevraschennoy-aferistami-v-killera-rossiyskoy-studentki/,,,parsed_html:lenta
Под машиной россиянки с фамилией Зеленская нашли подозрительный предмет,Под машиной россиянки с фамилией Зеленская нашли подозрительный предмет,Под машиной россиянки с фамилией Зеленская нашли подозрительный предмет,https://lenta.ru/news/2026/03/17/pod-mashinoy-rossiyanki-s-familiey-zelenskaya-nashli-podozritelnyy-predmet/,,,parsed_html:lenta
"«Ленинградский рок-клуб развалил Советский Союз»Русский рок много лет жил под крышей КГБ. Как такое было возможно?00:01, 14 марта 2026","«Ленинградский рок-клуб развалил Советский Союз»Русский рок много лет жил под крышей КГБ. Как такое было возможно?00:01, 14 марта 2026","«Ленинградский рок-клуб развалил Советский Союз»Русский рок много лет жил под крышей КГБ. Как такое было возможно?00:01, 14 марта 2026",https://lenta.ru/articles/2026/03/14/rockclub2/,,,parsed_html:lenta
Малышева назвала самое глупое действие россиян,Малышева назвала самое глупое действие россиян,Малышева назвала самое глупое действие россиян,https://lenta.ru/news/2026/03/17/malysheva-nazvala-samoe-glupoe-deystvie-rossiyan/,,,parsed_html:lenta
Сестра Димы Билана попросила его перестать помогать ей с карьерой на сцене,Сестра Димы Билана попросила его перестать помогать ей с карьерой на сцене,Сестра Димы Билана попросила его перестать помогать ей с карьерой на сцене,https://lenta.ru/news/2026/03/17/sestra-dimy-bilana-poprosila-ego-perestat-pomogat-ey-s-karieroy-na-stsene/,,,parsed_html:lenta
Канадский игрок ХК «Сочи» назвал хоккей самым популярным видом спорта в России,Канадский игрок ХК «Сочи» назвал хоккей самым популярным видом спорта в России,Канадский игрок ХК «Сочи» назвал хоккей самым популярным видом спорта в России,https://lenta.ru/news/2026/03/17/kanadskiy-igrok-hk-sochi-nazval-hokkey-samym-populyarnym-vidom-sporta-v-rossii/,,,parsed_html:lenta
Мужчина насмерть забил возлюбленную бутылкой шампанского в номере роскошного отеля,Мужчина насмерть забил возлюбленную бутылкой шампанского в номере роскошного отеля,Мужчина насмерть забил возлюбленную бутылкой шампанского в номере роскошного отеля,https://lenta.ru/news/2026/03/17/muzhchina-nasmert-zabil-vozlyublennuyu-butylkoy-shampanskogo-v-nomere-roskoshnogo-otelya/,,,parsed_html:lenta
Москвичка разрешила аферистам забрать десятки миллионов родительских денег,Москвичка разрешила аферистам забрать десятки миллионов родительских денег,Москвичка разрешила аферистам забрать десятки миллионов родительских денег,https://moslenta.ru/news/lyudi/moskvichka-razreshila-aferistam-zabrat-desyatki-millionov-roditelskikh-deneg-17-03-2026.htm,,,parsed_html:lenta
В российской квартире найден изрезанный 12-летний школьник,В российской квартире найден изрезанный 12-летний школьник,В российской квартире найден изрезанный 12-летний школьник,https://lenta.ru/news/2026/03/17/v-rossiyskoy-kvartire-nayden-izrezannyy-12-letniy-shkolnik/,,,parsed_html:lenta
Анна Семенович сравнила себя с Пьеро после похода к косметологу,Анна Семенович сравнила себя с Пьеро после похода к косметологу,Анна Семенович сравнила себя с Пьеро после похода к косметологу,https://lenta.ru/news/2026/03/17/anna-semenovich-sravnila-sebya-s-piero-posle-pohoda-k-kosmetologu/,,,parsed_html:lenta
"«Оскар»-2026.Кто получит самую престижную кинопремию мира и кто заслужил ее на самом деле?00:01, 13 марта 2026","«Оскар»-2026.Кто получит самую престижную кинопремию мира и кто заслужил ее на самом деле?00:01, 13 марта 2026","«Оскар»-2026.Кто получит самую престижную кинопремию мира и кто заслужил ее на самом деле?00:01, 13 марта 2026",https://lenta.ru/articles/2026/03/13/oskar-2026/,,,parsed_html:lenta
В России заметили риски резкого роста дефицита бюджета,В России заметили риски резкого роста дефицита бюджета,В России заметили риски резкого роста дефицита бюджета,https://lenta.ru/news/2026/03/17/mnogovato/,,,parsed_html:lenta
На Украине высказались о возможности Киева помочь Израилю,На Украине высказались о возможности Киева помочь Израилю,На Украине высказались о возможности Киева помочь Израилю,https://lenta.ru/news/2026/03/17/na-ukraine-vyskazalis-o-vozmozhnosti-kieva-pomoch-izrailyu/,,,parsed_html:lenta
Франция ответила на просьбу Трампа,Франция ответила на просьбу Трампа,Франция ответила на просьбу Трампа,https://lenta.ru/news/2026/03/17/frantsiya-otvetila-na-prosbu-trampa/,,,parsed_html:lenta
"«Живу в настоящем аду»Год назад Россия освободила Суджу после штурма города по подземным трубам. Как это было?00:01, 13 марта 2026","«Живу в настоящем аду»Год назад Россия освободила Суджу после штурма города по подземным трубам. Как это было?00:01, 13 марта 2026","«Живу в настоящем аду»Год назад Россия освободила Суджу после штурма города по подземным трубам. Как это было?00:01, 13 марта 2026",https://lenta.ru/articles/2026/03/13/sooja/,,,parsed_html:lenta
У сына задержанного российского министра нашли элитное имущество,У сына задержанного российского министра нашли элитное имущество,У сына задержанного российского министра нашли элитное имущество,https://lenta.ru/news/2026/03/17/u-syna-zaderzhannogo-rossiyskogo-ministra-nashli-elitnoe-imuschestvo/,,,parsed_html:lenta
"«Тараканы-убийцы: новые разработки подмосковного отделения ЦРУ»Самая безумная газета 90-х писала о бесах и НЛО. Кто ее создал?00:01, 14 марта 2026","«Тараканы-убийцы: новые разработки подмосковного отделения ЦРУ»Самая безумная газета 90-х писала о бесах и НЛО. Кто ее создал?00:01, 14 марта 2026","«Тараканы-убийцы: новые разработки подмосковного отделения ЦРУ»Самая безумная газета 90-х писала о бесах и НЛО. Кто ее создал?00:01, 14 марта 2026",https://lenta.ru/articles/2026/03/14/golos-vselennoy/,,,parsed_html:lenta
Названо условие подорожания доллара до 100 рублей,Названо условие подорожания доллара до 100 рублей,Названо условие подорожания доллара до 100 рублей,https://lenta.ru/news/2026/03/17/nazvano-uslovie-podorozhaniya-dollara-do-100-rubley/,,,parsed_html:lenta
В России объяснили согласие Украины восстановить нефтепровод «Дружба»,В России объяснили согласие Украины восстановить нефтепровод «Дружба»,В России объяснили согласие Украины восстановить нефтепровод «Дружба»,https://lenta.ru/news/2026/03/17/v-rossii-ob-yasnili-soglasie-ukrainy-vosstanovit-nefteprovod-druzhba/,,,parsed_html:lenta
Раскрыты подробности о личности сообщницы расправившегося с москвичкой футболиста,Раскрыты подробности о личности сообщницы расправившегося с москвичкой футболиста,Раскрыты подробности о личности сообщницы расправившегося с москвичкой футболиста,https://lenta.ru/news/2026/03/17/raskryty-podrobnosti-o-lichnosti-soobschnitsy-raspravivshegosya-s-moskvichkoy-futbolista/,,,parsed_html:lenta
Иран предупредил США о последствиях отправки кораблей в Ормузский пролив,Иран предупредил США о последствиях отправки кораблей в Ормузский пролив,Иран предупредил США о последствиях отправки кораблей в Ормузский пролив,https://lenta.ru/news/2026/03/17/iran-predupredil-ssha-o-posledstviyah-otpravki-korabley-v-ormuzskiy-proliv/,,,parsed_html:lenta
В России пациент после пересадки рук впервые смог самостоятельно держать предметы,В России пациент после пересадки рук впервые смог самостоятельно держать предметы,В России пациент после пересадки рук впервые смог самостоятельно держать предметы,https://lenta.ru/news/2026/03/17/v-rossii-patsient-posle-peresadki-ruk-vpervye-smog-samostoyatelno-derzhat-predmety/,,,parsed_html:lenta
"Народный кроссовер за три миллиона рублей.Чем радует и раздражает Solaris HC?00:01, 14 марта 2026","Народный кроссовер за три миллиона рублей.Чем радует и раздражает Solaris HC?00:01, 14 марта 2026","Народный кроссовер за три миллиона рублей.Чем радует и раздражает Solaris HC?00:01, 14 марта 2026",https://lenta.ru/articles/2026/03/14/solaris/,,,parsed_html:lenta
Названы неожиданные последствия устроенных США беспорядков,Названы неожиданные последствия устроенных США беспорядков,Названы неожиданные последствия устроенных США беспорядков,https://lenta.ru/news/2026/03/17/nazvany-neozhidannye-posledstviya-ustroennyh-ssha-besporyadkov/,,,parsed_html:lenta
"Рост цен, распечатанные кубышки и мысли об отмене санкций против РФ.Как война на Ближнем Востоке влияет на мировой рынок нефти?00:01, 13 марта 2026","Рост цен, распечатанные кубышки и мысли об отмене санкций против РФ.Как война на Ближнем Востоке влияет на мировой рынок нефти?00:01, 13 марта 2026","Рост цен, распечатанные кубышки и мысли об отмене санкций против РФ.Как война на Ближнем Востоке влияет на мировой рынок нефти?00:01, 13 марта 2026",https://lenta.ru/articles/2026/03/12/rost-tsen-raspechatannye-kubyshki-i-mysli-ob-otmene-sanktsiy-protiv-rf/,,,parsed_html:lenta
Россиянам назвали причины срочной продажи квартиры,Россиянам назвали причины срочной продажи квартиры,Россиянам назвали причины срочной продажи квартиры,https://lenta.ru/news/2026/03/17/kv-srochno/,,,parsed_html:lenta
Наследник последнего иранского шаха обрадовался гибели серого кардинала Ирана,Наследник последнего иранского шаха обрадовался гибели серого кардинала Ирана,Наследник последнего иранского шаха обрадовался гибели серого кардинала Ирана,https://lenta.ru/news/2026/03/17/naslednik-poslednego-iranskogo-shaha-obradovalsya-gibeli-serogo-kardinala-irana/,,,parsed_html:lenta
Нетаньяху обратился к народу Ирана,Нетаньяху обратился к народу Ирана,Нетаньяху обратился к народу Ирана,https://lenta.ru/news/2026/03/17/netanyahu-obratilsya-k-narodu-irana/,,,parsed_html:lenta
Зимбабве захотела ввести безвизовый режим для россиян,Зимбабве захотела ввести безвизовый режим для россиян,Зимбабве захотела ввести безвизовый режим для россиян,https://lenta.ru/news/2026/03/17/zimbabve-zahotela-vvesti-bezvizovyy-rezhim-dlya-rossiyan/,,,parsed_html:lenta
Стало известно о смерти трех человек на российском нефтеперерабатывающем заводе,Стало известно о смерти трех человек на российском нефтеперерабатывающем заводе,Стало известно о смерти трех человек на российском нефтеперерабатывающем заводе,https://lenta.ru/news/2026/03/17/stalo-izvestno-o-smerti-treh-chelovek-na-rossiyskom-neftepererabatyvayuschem-zavode/,,,parsed_html:lenta
В сети распространились фейковые данные о сифилисе в армии,В сети распространились фейковые данные о сифилисе в армии,В сети распространились фейковые данные о сифилисе в армии,https://lenta.ru/news/2026/03/17/v-seti-rasprostranilis-feykovye-dannye-o-sifilise-v-armii/,,,parsed_html:lenta
"«Революционер — человек обреченный»145 лет назад убили Александра II. Его называли Освободителем, но почему ему желали смерти?00:01, 13 марта 2026","«Революционер — человек обреченный»145 лет назад убили Александра II. Его называли Освободителем, но почему ему желали смерти?00:01, 13 марта 2026","«Революционер — человек обреченный»145 лет назад убили Александра II. Его называли Освободителем, но почему ему желали смерти?00:01, 13 марта 2026",https://lenta.ru/articles/2026/03/13/alexanderii/,,,parsed_html:lenta
Украинский военнослужащий подорвал гранату у дома в Запорожье,Украинский военнослужащий подорвал гранату у дома в Запорожье,Украинский военнослужащий подорвал гранату у дома в Запорожье,https://lenta.ru/news/2026/03/17/ukrainskiy-voennosluzhaschiy-podorval-granatu-u-doma-v-zaporozhie/,,,parsed_html:lenta
"Инновация за 6 миллионов.Почему пациентов хотели перевести на препарат, который работает хуже01:28, 13 марта 2026","Инновация за 6 миллионов.Почему пациентов хотели перевести на препарат, который работает хуже01:28, 13 марта 2026","Инновация за 6 миллионов.Почему пациентов хотели перевести на препарат, который работает хуже01:28, 13 марта 2026",https://lenta.ru/articles/2026/03/11/fabrydisease/,,,parsed_html:lenta
Глыбы льда рухнули на двух младенцев в России,Глыбы льда рухнули на двух младенцев в России,Глыбы льда рухнули на двух младенцев в России,https://lenta.ru/news/2026/03/17/glyby-lda-ruhnuli-na-dvuh-mladentsev-v-rossii/,,,parsed_html:lenta
Риски начала следующей военной операции Трампом оценили,Риски начала следующей военной операции Трампом оценили,Риски начала следующей военной операции Трампом оценили,https://lenta.ru/news/2026/03/17/riski-nachala-sleduyuschey-voennoy-operatsii-trampom-otsenili/,,,parsed_html:lenta
